file,span_index,word_count,is_valid_span,skip_reason,speaker,speaker_source,context_chain_length,regex_candidate,regex_verb,regex_distance,nlp_candidate,nlp_verb,nlp_lemma,nlp_distance,candidate_disagreement,attribution_distance,speaker_quality_flags,candidate_verbs,original
CaterinaSapiente-Calvino.txt,13,5,True,,le,context,2,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,dato:dare|volete:volere|vuoi:volere|pensa?</sp:pensa?</sp|faccio:fare|vedere:vedere|comincia:cominciare|preparare:preparare|calarla:calare la,E non ti vuoi pentire?
CaterinaSapiente-Calvino.txt,14,4,True,,le,context,3,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,volete:volere|vuoi:volere|pensa?</sp:pensa?</sp|faccio:fare|vedere:vedere|comincia:cominciare|preparare:preparare|calarla:calare la,E chi ci pensa?
CaterinaSapiente-Calvino.txt,15,9,True,,le,context,4,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,pensa?</sp:pensa?</sp|faccio:fare|vedere:vedere|comincia:cominciare|preparare:preparare|calarla:calare la|penti:pentare|calo:calo|starò:starare|fa:fare|prende:prendere,"Caterina, o ti penti, o ti calo nel trabocchetto!"
CaterinaSapiente-Calvino.txt,16,2,True,,le,context,5,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,usa:usare|vennero:venire|dare:dare|entrare:entrare|sente:sentire|andò:andare|aprire:aprire|passato:passare,"""ben levata"""
CaterinaSapiente-Calvino.txt,17,14,True,,le,context,6,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,dia:dare|usa:usare|vennero:venire|dare:dare|entrare:entrare|sente:sentire|andò:andare|aprire:aprire|passato:passare|pensi:pensare|hai:avere,"Non si può entrare, - disse il Reuzzo, - Caterina non si sente bene."
CaterinaSapiente-Calvino.txt,18,5,True,,Penso,nlp,0,,,,Penso,rispose,rispondere,98,False,98,,sa:sapere|entrare:entrare|sente:sentire|andò:andare|aprire:aprire|passato:passare|pensi:pensare|hai:avere|Penso:pensare|devo:dovere|Passarono:passarono|cominciava:cominciare|tirarla:tirare la,"Bella fresca, - rispose Caterina."
CaterinaSapiente-Calvino.txt,19,7,True,,Penso,nlp,0,,,,Penso,rispose,rispondere,54,False,54,,sente:sentire|andò:andare|aprire:aprire|passato:passare|pensi:pensare|hai:avere|Penso:pensare|devo:dovere|Passarono:passarono|cominciava:cominciare|tirarla:tirare la|sapendo:sapere|fare:fare|tolse:togliere,Ci pensi al manrovescio che m'hai dato?
CaterinaSapiente-Calvino.txt,20,7,True,,Penso,nlp,0,,,,Penso,rispose,rispondere,4,False,4,,aprire:aprire|passato:passare|pensi:pensare|hai:avere|Penso:pensare|devo:dovere|Passarono:passarono|cominciava:cominciare|tirarla:tirare la|sapendo:sapere|fare:fare|tolse:togliere|mise:mettere|fare:fare,Penso a quello che vi devo dare.
CaterinaSapiente-Calvino.txt,21,9,True,,Penso,context,1,,,,,,,,False,,,cominciò:cominciare|farle:fare lo|avere:avere|affacciava:affacciare|hai:avere|Pensate:pensate|darò:darò|lavoravano:lavorare|scavare:scavare,"Caterina, ti sei pentita dello schiaffo che m'hai dato?"
CaterinaSapiente-Calvino.txt,22,6,True,,Penso,context,2,,,,,,,,False,,,cominciò:cominciare|averne:avere ne|basta:bastare|Aperse:aperse|vado:vado|hai:avere|dirmi:dire mi|arrivate:arrivare|ebbe:avere|richiuso:richiuso|corse:corse,"Tanto piacere, divertitevi, quando arrivate scrivetemi."
CaterinaSapiente-Calvino.txt,23,2,True,,Penso,context,3,,,,,,,,False,,,Aperse:aperse|vado:vado|hai:avere|dirmi:dire mi|arrivate:arrivare|ebbe:avere|richiuso:richiuso|corse:corse,Allora vado?
CaterinaSapiente-Calvino.txt,24,4,True,,Penso,context,4,,,,,,,,False,,,vado:vado|hai:avere|dirmi:dire mi|arrivate:arrivare|ebbe:avere|richiuso:richiuso|corse:corse|dovete:dovere|aiutare:aiutare|serve:servire,Come? Ancora lì siete?
CaterinaSapiente-Calvino.txt,25,6,True,,Il Reuzzo la vide ed,regex,0,Il Reuzzo la vide ed,esclamò,10,,,,,False,10,too_many_tokens|contains_pronoun,affacciava:affacciare|sfoggiando:sfoggiare|vide:vedere|innamorò:innamorare|far:fare|scomoda:scomodare,Come assomiglia a Caterina la Sapiente!
CaterinaSapiente-Calvino.txt,26,4,True,,lei,regex,0,lei,rispose,15,,,,,False,15,lowercase_only|contains_pronoun|single_lowercase_token,innamorò:innamorare|far:fare|scomoda:scomodare|Venne:venne|fecero:fare|sedettero:sedettero,Padrone! - lei rispose.
CaterinaSapiente-Calvino.txt,27,7,True,,lei,regex,0,lei,rispose,122,,,,,False,122,lowercase_only|contains_pronoun|single_lowercase_token,Venne:venne|fecero:fare|sedettero:sedettero|sposare:sposare|ho:avere|somigliate:somigliare|piaceva:piacere|vorrei:volere,"E voi, Signora, siete ancora da sposare?"
CaterinaSapiente-Calvino.txt,28,20,True,,lei,context,1,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,cero:cero|sedettero:sedettero|sposare:sposare|ho:avere|somigliate:somigliare|piaceva:piacere|vorrei:volere|ho:avere|fece:fare,"Anch'io. Ve l'ho a dire? Voi, Signora, somigliate a una ragazza che mi piaceva a Palermo. Vi vorrei per moglie."
CaterinaSapiente-Calvino.txt,29,14,True,,lei,context,2,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,sposare:sposare|ho:avere|somigliate:somigliare|piaceva:piacere|vorrei:volere|ho:avere|fece:fare|mettiamo:mettare,"Ne ho gran piacere, Reuzzo -. E di lì a otto giorni si sposarono."
CaterinaSapiente-Calvino.txt,30,9,True,,Le fece una carta che,regex,0,Le fece una carta che,diceva,181,Caterina,disse,dire,20,True,181,too_many_tokens|contains_pronoun,fece:fare|mettiamo:mettare|Passarono:passarono|partire:partire|garbava:garbare|volle:volle|partire:partire|fece:fare,"Napoli, - disse Caterina. E gli misero nome Napoli."
CaterinaSapiente-Calvino.txt,31,13,True,,Le fece una carta che,context,1,,,,,,,,False,,too_many_tokens|contains_pronoun,installò:installò|vide:vedere|mandò:mandare|dichiarò:dichiarare|riceverlo:ricevere lo|mise:mettere|far:fare|sposare:sposare,Come assomiglia a Caterina la Sapiente e anche a mia moglie di Napoli!
CaterinaSapiente-Calvino.txt,32,7,True,,Caterina,nlp,0,,,,Caterina,rispose,rispondere,22,False,22,,mandò:mandare|dichiarò:dichiarare|riceverlo:ricevere lo|mise:mettere|far:fare|sposare:sposare|vedovo:vedovo|sapete:sapere|assomigliate:assomigliare|conoscevo:conoscere|conoscevo:conoscere,"Vedova, - rispose Caterina. - E voi?"
CaterinaSapiente-Calvino.txt,33,28,True,,lo,regex,0,lo,dice,279,Caterina,rispose,rispondere,16,True,279,lowercase_only|contains_pronoun|single_lowercase_token,iarò:iarare|riceverlo:ricevere lo|mise:mettere|far:fare|sposare:sposare|vedovo:vedovo|sapete:sapere|assomigliate:assomigliare|conoscevo:conoscere|conoscevo:conoscere|sapete:sapere|assomigliarci:assomigliare ci,Anch'io vedovo. Con un figlio. Ma sapete che voi assomigliate come una stampa a una Signora che conoscevo a Palermo e a una Signora che conoscevo a Napoli?
CaterinaSapiente-Calvino.txt,34,8,True,,lo,regex,0,lo,dice,5,,,,,False,5,lowercase_only|contains_pronoun|single_lowercase_token,conoscevo:conoscere|sapete:sapere|assomigliarci:assomigliare ci|farla:fare lo|fece:fare,"""lo dice il popolo per una sentenza tradizionale"""
CaterinaSapiente-Calvino.txt,35,5,True,,lo,context,1,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,farla:fare lo|fece:fare|Passarono:passarono|tornò:tornare|partire:partire|lasciate:lasciare,"Reginella, che nome gli mettiamo?"
CaterinaSapiente-Calvino.txt,36,6,True,,gli,regex,0,gli,disse,170,Reginella,disse,dire,183,True,170,lowercase_only|contains_pronoun|single_lowercase_token,fece:fare|Passarono:passarono|tornò:tornare|partire:partire|lasciate:lasciare,Genova! - E Genova lo chiamarono.
CaterinaSapiente-Calvino.txt,37,16,True,,gli,regex,0,gli,disse,64,,,,,False,64,lowercase_only|contains_pronoun|single_lowercase_token,Passarono:passarono|tornò:tornare|partire:partire|lasciate:lasciare|faccio:fare|faceva:fare,"Partite, e mi lasciate così con un figlio tra le braccia? - gli disse la Reginella."
CaterinaSapiente-Calvino.txt,38,67,True,,gli,regex,0,gli,disse,26,,,,,False,26,lowercase_only|contains_pronoun|single_lowercase_token,ono:ono|tornò:tornare|partire:partire|lasciate:lasciare|faccio:fare|faceva:fare|scrisse:scrivere|cameriere:cameriere|abiti:abito|andò:andare|Partì:partì|arrivò:arrivare|vide:vedere,"Vi faccio una carta, - le rassicurò il Reuzzo, - che questo è figlio mio ed è il Principino -. Mentre lui faceva i preparativi della partenza per Venezia, Caterina scrisse a Palermo al padre per un altro brigantino, con cameriere, governante, mobili, abiti nuovi e tutto. Il brigantino andò a Venezia. Partì il Reuzzo, sulla fregata; la Reginella partì sul brigantino e arrivò prima di lui."
CaterinaSapiente-Calvino.txt,39,76,True,,gli,context,1,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,abiti:abire|andò:andare|Partì:partì|arrivò:arrivare|vide:vedere|assomigliava:assomigliare|assomigliava:assomigliare|è:essere|chiusa:chiudere|mando:mandere|andò:andare|sapete:sapere|assomigliate:assomigliare|conosco:conoscere,"Santo cielo! - esclamò il Reuzzo appena vide la bella Signora affacciata al finestrone. - Anche questa assomiglia tutta alla mia moglie di Genova che assomigliava tutta alla mia moglie di Napoli che assomigliava tutta a Caterina la Sapiente! Ma come può essere? Caterina è a Palermo chiusa nel trabocchetto; quella di Napoli è a Napoli, quella di Genova è a Genova, e questa è a Venezia... - Le mando l'ambasciatore e poi andò a trovarla."
CaterinaSapiente-Calvino.txt,40,19,True,,gli,context,2,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,mando:mandere|andò:andare|sapete:sapere|assomigliate:assomigliare|conosco:conoscere|assomigliarci:assomigliare ci,"Ma sapete, Signora, che assomigliate a tante signore che conosco: una a Palermo, una a Napoli, una a Genova..."
CaterinaSapiente-Calvino.txt,41,8,True,,gli,context,3,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,andò:andare|sapete:sapere|assomigliate:assomigliare|conosco:conoscere|assomigliarci:assomigliare ci|vedova:vedovo,Eh! In sette dobbiamo assomigliarci a questo mondo...
CaterinaSapiente-Calvino.txt,42,3,True,,gli,context,4,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,assomigliarci:assomigliare ci|vedova:vedovo|sposarono:sposare|ebbe:avere,Siete da sposare?...
CaterinaSapiente-Calvino.txt,43,6,True,,gli,context,5,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,sposarono:sposare|ebbe:avere|mettiamo:mettere|Passarono:passarono|tornare:tornare|partire:partire|lascerò:lascerò,Venezia. - E Venezia fu battezzata.
CaterinaSapiente-Calvino.txt,44,2,True,,gli,context,6,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,passò:passare|tornò:tornare|arrivato:arrivare|corse:corso|aprire:aprire|stai:stare|pentita:pentire|schiaffo:schiaffore|hai:avere|pensato:pensare|schiaffo:schiaffore|devo:devo,Io? Bene!
CaterinaSapiente-Calvino.txt,45,9,True,,gli,context,7,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,tornò:tornare|arrivato:arrivare|corse:corso|aprire:aprire|stai:stare|pentita:pentire|schiaffo:schiaffore|hai:avere|pensato:pensare|schiaffo:schiaffore|devo:devo|sai:sai|risposatevi:risposatevi,Ti sei pentita di quello schiaffo che m'hai dato?
CaterinaSapiente-Calvino.txt,46,12,True,,gli,context,8,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,ppena:ppenare|arrivato:arrivare|corse:corso|aprire:aprire|stai:stare|pentita:pentire|schiaffo:schiaffore|hai:avere|pensato:pensare|schiaffo:schiaffore|devo:devo|sai:sai|risposatevi:risposatevi|penti:pentare|tornerai:tornerai,E voi ci avete pensato a quello schiaffo che vi devo dare?
CaterinaSapiente-Calvino.txt,47,7,True,,gli,context,9,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,pentita:pentire|schiaffo:schiaffore|hai:avere|pensato:pensare|schiaffo:schiaffore|devo:devo|sai:sai|risposatevi:risposatevi|penti:pentare|tornerai:tornerai|dichiarò:dichiarare,"Pentiti, Caterina, sai! Se no mi rispondo!"
CaterinaSapiente-Calvino.txt,48,5,True,,gli,context,10,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,hai:avere|pensato:pensare|schiaffo:schiaffore|devo:devo|sai:sai|risposatevi:risposatevi|penti:pentare|tornerai:tornerai|dichiarò:dichiarare|morta:morire|risposarsi:risposare si,E risposatevi! Chi vi trattiene?
CaterinaSapiente-Calvino.txt,49,9,True,,gli,context,11,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,pensato:pensare|schiaffo:schiaffore|devo:devo|sai:sai|risposatevi:risposatevi|penti:pentare|tornerai:tornerai|dichiarò:dichiarare|morta:morire|risposarsi:risposare si|Scrisse:scrisse,"Se invece ti penti, tornerai a essere mia moglie."
CaterinaSapiente-Calvino.txt,50,1,True,,gli,context,12,,,,,,,,False,,lowercase_only|contains_pronoun|single_lowercase_token,sai:sai|risposatevi:risposatevi|penti:pentare|tornerai:tornerai|dichiarò:dichiarare|morta:morire|risposarsi:risposare si|Scrisse:scrisse,No.
CaterinaSapiente-Calvino.txt,51,11,True,,Caterina,regex,0,Caterina,disse,24,Caterina,disse,dire,24,False,24,,andò:andare|Veniva:veniva|andate:andare|baciare:baciare|corsero:corsero|baciare:baciare|vide:vedere|restava:restare|dichiararsi:dichiarare si|è:essere,"Napoli, Genova, Venezia, andate a baciare la mano a vostro padre!"
CaterinaSapiente-Pitre.txt,1,34,True,,Sconosciuto,unknown,0,,,,,,,,False,,,Chiama:chiama|.tutta:.tutta|a-:a-|megghiu:megghiu|sapiti:sapire|figghia:figghiare|è:essere|morta:morire|comu:comure|porta:portare|tempu:tempu|misi:miso|dulura:dulura|Parturisci:parturisci|fa:fare|figghia:figghia|bedda:beddare,"<sp>"" Signuri mei, sapiti ch' haja
'na figghia ch'è la pupidda di l'occhi mei ': quant'havi chi
è morta sò matri, stà chiusa comu li gatti ', 'un voli cchiù
affacciari mancu lu nasu."""
CaterinaSapiente-Pitre.txt,2,7,True,,Sconosciuto,context,1,,,,,,,,False,,,porta:portare|tempu:tempu|misi:miso|dulura:dulura|Parturisci:parturisci|fa:fare|figghia:figghia|bedda:beddare|Luna.</sp>-:luna.</sp>-|spija:spijare|ha:avere|Sai:sai|viaggiu:viaggiue,""" Chi cci mittemu, Riggined-
da? """
CaterinaSapiente-Pitre.txt,3,3,True,,Sconosciuto,context,2,,,,,,,,False,,,fa:fare|figghia:figghia|bedda:beddare|Luna.</sp>-:luna.</sp>-|spija:spijare|ha:avere|Sai:sai|viaggiu:viaggiue|tornu:tornu,""" Vinezia. """
CaterinaSapiente-Pitre.txt,4,38,True,,Sconosciuto,context,3,,,,,,,,False,,,spija:spijare|ha:avere|Sai:sai|viaggiu:viaggiue|tornu:tornu|fazzu:fazzu|principissa:principissare|dappressu:dappressure|va:andare|va:andare|Junci:junci,""" Sai chi pensu, Rigginedda ? Lu mé
viaggiu l'haju fattu; ora tornu 'n Palermu; ma prima di
pàrtiri ti fazzu 'na carta accussi e accussi : ca chista è
figghia mia, ed è 'na principissa riali. """
CaterinaSapiente-Pitre.txt,5,6,True,,Sconosciuto,context,4,,,,,,,,False,,,va:andare|va:andare|Junci:junci|pinseri:pinsero|comu:comure|da-:da-re|Pinsati:pinsati,"<sp>"" Catarina ! comu si' ?"
CaterinaSapiente-Pitre.txt,6,3,False,punctuation_only,Sconosciuto,skipped,0,,,,,,,,False,,,fila:filare|nta:nta|Junci:junci|pinseri:pinsero|comu:comure|da-:da-re|Pinsati:pinsati,""" - """
CaterinaSapiente-Pitre.txt,7,3,False,punctuation_only,Sconosciuto,skipped,0,,,,,,,,False,,,comu:comure|da-:da-re|Pinsati:pinsati|sai:sai|maritu:mariture,""" - """
CaterinaSapiente-Pitre.txt,8,3,False,punctuation_only,Sconosciuto,skipped,0,,,,,,,,False,,,da-:da-re|Pinsati:pinsati|sai:sai|maritu:mariture|teni:teno|mugglieri:mugglierare,""" - """
CaterinaSapiente-Pitre.txt,9,3,False,punctuation_only,Sconosciuto,skipped,0,,,,,,,,False,,,da-:da-re|Pinsati:pinsati|sai:sai|maritu:mariture|teni:teno,""" - """
CaterinaSapiente-Pitre.txt,10,3,False,punctuation_only,Sconosciuto,skipped,0,,,,,,,,False,,,Pinsati:pinsati|sai:sai|maritu:mariture|teni:teno,""" - """
CaterinaSapiente-Pitre.txt,11,3,False,punctuation_only,Sconosciuto,skipped,0,,,,,,,,False,,,sai:sai|maritu:mariture|teni:teno|ar-:ar-|Scrivi:scrivire|ritratti:ritrattare,""" - """
CaterinaSapiente-Pitre.txt,12,229,True,,Sconosciuto,context,5,,,,,,,,False,,,maritu:mariture|teni:teno|ar-:ar-|Scrivi:scrivire|ritratti:ritrattare|ritratti:ritrattare|piaci:piaco|dici:dici|stando:stare|scelse:scegliere|mandò:mandare|dirle:dire le|verga:vergere|fatta:fare|Catarina:catarina|fa:fare|fa:fare|avia:aviare|vesti:vesta|pigghia:pigghiare|va:andare|dicu:dicu|manu:manure|suttu:suttu,"""
Lu Riuzzu 'un sapennu cchiù chi fari nesci a diri ca
la mugglieri cci muriu, e havi bisognu di maritarisi ar-
reri. Scrivi pi li ritratti di li figghi di li Re pi marita-
risi ?. Cei vennu li ritratti : la megghiu chi cci piaci è
la figghia di lu Re d'Inghilterra; e cci manna a dici ca
vinissiru la matri e la figghia, ca lu matrimoniu è cun-
chiusu ?.
¹ Stannu, qui stando.
² La ricerca de' ritratti de' principi o delle principesse reali nella
scelta d'uno sposo o d'una sposa è cosa ordinaria nelle novelle.
³ Intendi che il principe dopo v sti vari ritra ti scelse la figlia del re
d' Inghilterra, e mandò a dirle che verga insieme colla madre, perché
la scelta per lui è stata fatta.

56
FIABE, RACCONTI, NOVELLE EC.
Junci la principissa e lu Riuzzu d'Inghilittera 'n Sicilia,
e vannu a Palazzu. 'Nta mentri, Catarina chi fa? fa pri-
parari tri bell'abbiti a la riali a li picciriddi soi Napuli,
Genua e Venezia. Lu 'nnumani di l'arrivo di la Princi-
pissa d'Inghilittera s'avia a fari lu matrimoniu. Catarina
si vesti di Riggina chi era, si pigghia a Napuli, vistutu
di Riuzzu, e a Genua e a Venezia vistuti di Principi, si
metti 'nta 'na carrozza di gala e va a Palazzu. Idda cei
dici a li picciriddi: <sp>"""
CaterinaSapiente-Pitre.txt,13,1,False,too_short,Sconosciuto,skipped,0,,,,,,,,False,,,va:andare|dicu:dicu|manu:manure|suttu:suttu|dici:dici,""""
CaterinaSapiente-Pitre.txt,14,1,False,too_short,Sconosciuto,skipped,0,,,,,,,,False,,,suttu:suttu|dici:dici,""""
CaterinaSapiente-Pitre.txt,15,14,True,,Sconosciuto,context,6,,,,,,,,False,,,suttu:suttu|dici:dici|dici:dici|abbrazza:abbrazzare|so:sapere,""" E li
lassa jiri.
Lu Riuzzu fici la morti ch' appi a fari."
CaterinaSapiente-Pitre.txt,16,438,True,,perciò si,regex,0,perciò si,dice,917,,,,,False,917,lowercase_only,dici:dici|abbrazza:abbrazzare|so:sapere|comu:comure|ha:avere|accattatu:accattature|ha:avere|ha:avere|tuttu:tuttu|iddu:iddure|comu:comure|restare:restare|ho:avere|vuta:vuto|costumava:costumare|pròmettevano:pròmettevare|radessero:radessero|zili:zile|avea:avea|dicea:diceare|stau:staure|comprato:comprare|così:così|va:andare|compra:comprare|vosiru:vosiru|semu:semu|denti:dentare|cunverti:cunvertare|gono:gono|volesse:volere|pentirsi:pentire si|•:•|cunverti:cunvertare|•:•|reduce:reducere|causa:causare|va:andare|trovarlo:trovare lo|manu:manu|manu:manure|rinviene:rinvenere|cunverti:cunvertare|guarda:guardare|impietosisce:impietosire|cunvertu:cunvertu|risolve:risolve|guarisce:guarire|contata:contare|andava:andare|dava:dare|dovettero:dovettero|allontanarsi:allontanare si|andare:andare|affidarono:affidare|Al-:al-|cominciarono:cominciare|divertirsi:divertire si|prenderebbe:prendere|Raccontata:raccontata|dici:dici|chi:chi|grapiticii:grapiticii|forsi:fore si,""" cci dici a Catarina: scinni di lu sog-
ghiu e s'abbrazza a li so' figghi. La Principissa d'Inghili-
terra arristau comu la zita cu lu gigghiu rasu ¹. Lu 'nnu-
mani s' ha accattatu lu Cássaru ² e ha partutu. Catarina
cci ha cuntatu a sò maritu tuttu l' arcanu ; e iddu 'un
putia cchiù di addimannàricci pirdunu di chiddu chi cci
¹ Arristari comu la zita cu lu gigghiu rasu, restare come la sposa col
sopracciglio rasò, cioè delusa, scornata. Ecco una spiegazione che ho a-
vuta di queste frase in Salaparuta: Anticamente si costumava che le ra-
gazze che si pròmettevano in matrimonio si radessero le sopracciglia; e que-
sto era segno che già erano zili, cioè fidanzate. Quando il matrimonio
non avea più luogo, allora si dicea: R stau cu lu gigghiu rasu.
² Letteralmente: S'è comprato il Cassero. Dice si così di chi va via. E
siccome il Cassero è il corso principale, e quasi il luogo ove uno può sva-
garsì, perciò si dice che il tale si compra il Cassero.

CATARINA LA SAPIENTI.
57
avia fattu pàtiri. E di ddu jornu 'n poi si vosiru beni
sempri e
Arristarù filici e cuntenti
E nui semu ccà e nn’ammulamu li denti.
Palermo'.
VARIANTI E RISCONTRI.
In un'altra versione col titolo Sapienza, ti cunverti! avven-
gono gli stessi fatti, meno che quello delle lezioni. Il Re era
corrivo che ella non volesse pentirsi, e le dicea sempre: • Sa-
pienza, ti cunverti? • Alla fine, reduce dai viaggi, egli ammalà
gravemente: causa la grande ostinazione di Sapienza. Al letto
di morte ella va a trovarlo coi figli a nome: Napoli, Milano
e Venezia, e dice loro:
Napoli, Milano,
Pigghiativi a Vinezia p'à manu,
Vasàticei a vostu patri li manu.
Così egli rinviene ; le dimanda : Sapienza ti cunverti? Essa
lo guarda, impietosisce, e gli risponde: mi cunvertu! così si
risolve e guarisce.
Bella-e-sapiente.
Bella-e-sapiente è il titolo d'una versione di Ficarazzi rac-
contata da Giuseppa Furia. Bella-e-sapiente è il nome d'una
principessa reale che andava a una scuola, ove intervenivano
fanciulli e fanciulle; agli uni dava lezione il marito, alle al-
tre la moglie. Un giorno i maestri dovettero allontanarsi per
andare ad un corteo di nozze, e affidarono le classi, il maes-
tro a un fanciullo che era figlio del Re, la maestra a Bella-
e-sapiente, che era la più esperta tra le sue compagne. Al-
lievi ed allieve cominciarono a divertirsi, e il principe si per-
mise di dire che un giorno prenderebbe in moglie Bella-e-sa-
' Raccontata dalla solita Aga'uzza Messia.

CATARINA LA SAPIENTI.
Lu Cunsigghiu dici: <sp>"""
CaterinaSapiente-Pitre.txt,17,1,False,too_short,Sconosciuto,skipped,0,,,,,,,,False,,,chi:chi|grapiticii:grapiticii|forsi:fore si|putissi:putissare|sta:stare|piaci:piaco|dici:dici|Chiama:chiamare|haju:ajuvere,""""
